Time [s],pore pressure [Mpa],Pump Rate [mL/min],Pump Volume [mL],SGV1,SGV2,fault slip [mm],shear stress [Mpa],effective normal stress [Mpa],friction,Axial_shortening [mm],DiffStress [Mpa],porosity_reduction
3300.8389,5,-0.0065,79.57157411,0.003727473,0.003393053,0.914483121,36.23055268,51.35465542,0.705496948,1.146317399,82.64570919,0.003471314
3300.9385,5,-0.0065,79.5715622,0.003719178,0.003390425,0.915229423,36.23081917,51.35515019,0.70549534,1.146415707,82.646137,0.003471375
3301.0381,5,-0.0065,79.57155219,0.003726533,0.003391075,0.914883658,36.23049884,51.3548073,0.705493813,1.146520907,82.64428317,0.003471426
3301.1377,5,-0.0065,79.57154482,0.003729258,0.003391505,0.914817815,36.23031677,51.35467211,0.705492125,1.146611061,82.64741024,0.003471463
3301.2373,5,-0.0065,79.57153627,0.003724231,0.003391279,0.915236829,36.23039387,51.35490803,0.705490386,1.146670292,82.66077413,0.003471507
3301.3369,5,-0.0065,79.57152508,0.003720087,0.003389203,0.915712424,36.2304358,51.3551495,0.705487885,1.146787415,82.65497326,0.003471564
3301.4365,5,-0.0065,79.5715129,0.003724295,0.003391481,0.915454345,36.23015448,51.35486919,0.705486258,1.146862184,82.66319328,0.003471626
3301.5361,5,-0.0065,79.57150252,0.003726276,0.003391236,0.915469972,36.23006701,51.35482582,0.70548515,1.147001353,82.65009422,0.003471679
3301.6357,5,-0.004239,79.57149162,0.003718458,0.003389948,0.916110802,36.23035188,51.35528304,0.705484416,1.147108738,82.64751719,0.003471734
3301.7354,5,0.0011,79.571486,0.003721189,0.003390917,0.91601184,36.23031988,51.35521936,0.705484668,1.147235269,82.63863509,0.003471763
3301.835,5,0.0011,79.571486,0.003727406,0.00339119,0.915751293,36.23032382,51.35510261,0.705486349,1.147323622,82.64235803,0.003471763
3301.9346,5,0.0011,79.571486,0.003728018,0.003392488,0.915754878,36.23047938,51.35519406,0.705488121,1.147411823,82.64613191,0.003471763
3302.0342,5,0.0011,79.571486,0.003721533,0.003390748,0.916343828,36.23087853,51.35569356,0.705489032,1.147467792,82.6605755,0.003471763
3302.1338,5,0.0011,79.57149317,0.003726434,0.003391137,0.91615378,36.23075868,51.35553754,0.705488841,1.147581023,82.65606315,0.003471726
3302.2334,5,0.0011,79.571494,0.00372742,0.003391707,0.916178329,36.23081802,51.35558301,0.705489372,1.1476715,82.65908327,0.003471722
3302.333,5,0.0011,79.571494,0.003719073,0.003390212,0.916860703,36.23125824,51.35614891,0.70549017,1.147803576,82.64833206,0.003471722
3302.4326,5,0.0011,79.571494,0.003721721,0.00338919,0.916881176,36.23135637,51.35621491,0.705491174,1.147950792,82.63256939,0.003471722
3302.5322,5,-0.000644167,79.57149615,0.003728957,0.003391522,0.916443509,36.23119047,51.35591919,0.705492006,1.148029284,82.63955691,0.003471711
3302.6318,5,-0.0054,79.57150121,0.003723662,0.003390592,0.916917722,36.23143945,51.35627958,0.705491904,1.148108376,82.64634581,0.003471685
3302.7314,5,-0.0054,79.57149457,0.003724091,0.003391605,0.916949442,36.23144262,51.3562959,0.705491741,1.148166823,82.65996944,0.003471719
3302.8311,5,-0.0054,79.57148289,0.003730665,0.003391454,0.916693403,36.23135806,51.35613011,0.705492372,1.1482442,82.66735931,0.003471779
3302.9307,5,-0.004820417,79.57147329,0.003723449,0.003391136,0.91724238,36.23175558,51.35661041,0.705493515,1.148358169,82.6626025,0.003471827
3303.0303,5,0.000574583,79.57146665,0.003724396,0.003391923,0.917254585,36.23209149,51.35680992,0.705497315,1.148468276,82.65912401,0.003471861
3303.1299,5,0.0011,79.571466,0.003729203,0.00339075,0.917157629,36.23233452,51.35690594,0.705500728,1.148581476,82.65462185,0.003471865
3303.2295,5,0.0011,79.57147063,0.003720988,0.003390798,0.917742257,36.23281625,51.35745116,0.705502618,1.148651338,82.66446651,0.003471841
3303.3291,5,0.0011,79.571474,0.003730548,0.003391856,0.917242716,36.23279193,51.3572089,0.705505472,1.148722369,82.67392412,0.003471824
3303.4287,5,-0.004517667,79.57146809,0.003721787,0.003390705,0.917929398,36.23318172,51.35774765,0.705505661,1.148842353,82.66717596,0.003471854
3303.5283,5,-0.0065,79.57145917,0.003728788,0.003391657,0.917584577,36.23311706,51.35755279,0.705507079,1.149000907,82.64765979,0.003471899
3303.6279,5,-0.0065,79.57145081,0.003723638,0.003390792,0.918046004,36.23341491,51.35793555,0.70550762,1.149143661,82.63337408,0.003471942
3303.7275,5,-0.0065,79.57144325,0.003723985,0.003390629,0.918150174,36.23350223,51.35803356,0.705507974,1.149284122,82.61984721,0.00347198
3303.8271,5,-0.006434917,79.57143305,0.003719622,0.003389986,0.918553108,36.233834,51.35840919,0.705509274,1.149443245,82.6001426,0.003472032
3303.9268,5,-0.005521,79.57141976,0.003721375,0.003388648,0.918643838,36.23392517,51.35850328,0.705509757,1.149618376,82.57517189,0.0034721
3304.0264,5,-0.0054,79.57141224,0.003726781,0.003389508,0.918397032,36.23382218,51.35833106,0.705510117,1.149721945,82.57385791,0.003472138
3304.126,5,-0.0054,79.5714054,0.003721275,0.003388978,0.91886005,36.23408052,51.35869175,0.705510193,1.149771853,82.59030812,0.003472173
3304.2256,5,-0.0054,79.57139544,0.003722443,0.00338909,0.918900264,36.23421018,51.35878498,0.705511437,1.149827607,82.60482302,0.003472224
3304.3252,5,-0.0054,79.57138832,0.003721118,0.003389664,0.919057547,36.23443885,51.35898886,0.705513088,1.149802915,82.64596893,0.00347226
3304.4248,5,-0.0054,79.57137952,0.003729286,0.003392401,0.918541286,36.23440157,51.35873148,0.705515898,1.149916115,82.64146677,0.003472305
3304.5244,5,-0.0054,79.57136216,0.003722182,0.003389652,0.919223313,36.23497314,51.35937306,0.705518214,1.150061622,82.62626942,0.003472393
3304.624,5,-0.00687,79.5713496,0.003720022,0.003389263,0.919482654,36.23541858,51.35974872,0.705521726,1.150236391,82.60138528,0.003472457
3304.7236,5,-0.0075,79.57133752,0.003725648,0.003390594,0.919193706,36.23557978,51.35970978,0.7055254,1.150386668,82.58460912,0.003472519
3304.8232,5,-0.0075,79.57132568,0.003726174,0.003391463,0.91922641,36.23582555,51.35986661,0.705528031,1.150468837,82.59037942,0.003472579
3304.9229,5,-0.0075,79.57131647,0.003728872,0.003391243,0.919196429,36.23606616,51.35999184,0.705530995,1.150505707,82.61117902,0.003472626
3305.0225,5,-0.007658333,79.57130942,0.003722063,0.003390845,0.919725108,36.23663249,51.36056034,0.705534212,1.150597445,82.61378151,0.003472662
3305.1221,5,-0.013966333,79.57128618,0.003729645,0.003391941,0.919337077,36.23667904,51.36040994,0.705537185,1.150619353,82.63950089,0.00347278
3305.2217,5,-0.0151,79.57125294,0.00372944,0.003393537,0.919369177,36.2370142,51.36061811,0.705540851,1.150632507,82.66811816,0.00347295
3305.3213,5,-0.0151,79.57122978,0.003723385,0.003392005,0.919919538,36.23762303,51.36122106,0.705544422,1.150724492,82.67063916,0.003473068
3305.4209,5,-0.0151,79.57121318,0.00372804,0.003392586,0.919730572,36.23776045,51.36121406,0.705547194,1.150789261,82.6821696,0.003473152
3305.5205,5,-0.012953333,79.57119122,0.003726644,0.003393269,0.919885643,36.23797788,51.36141045,0.705548729,1.150928215,82.66914184,0.003473264
3305.6201,5,-0.0119,79.57117198,0.00372914,0.003393402,0.919847007,36.23816307,51.36149972,0.705551109,1.151044107,82.66374841,0.003473362
3305.7197,5,-0.0119,79.57115141,0.003724786,0.003393316,0.920216055,36.2386338,51.3619401,0.705554224,1.151184092,82.65037942,0.003473467
3305.8193,5,-0.0119,79.57113278,0.003722686,0.003391448,0.920557118,36.23919535,51.36242013,0.705558563,1.151354938,82.62679399,0.003473562
3305.9189,5,-0.011360083,79.57111618,0.003729832,0.003392793,0.920178193,36.2394818,51.36241239,0.705564246,1.151434092,82.63356252,0.003473646
3306.0186,5,-0.0108,79.57109957,0.003722849,0.003390481,0.920825837,36.24025673,51.3631557,0.705569123,1.151477853,82.65208047,0.003473731
3306.1182,5,-0.0108,79.57108115,0.003724813,0.003391938,0.920739842,36.24066854,51.36335416,0.705574414,1.151566776,82.65561497,0.003473825
3306.2178,5,-0.0108,79.57105459,0.003727072,0.00339219,0.920706697,36.24106872,51.36357007,0.70557924,1.151636469,82.66551566,0.00347396
3306.3174,5,-0.0011,79.57104351,0.003722097,0.003392285,0.921100018,36.24168496,51.36410555,0.705583881,1.151741269,82.66379424,0.003474016
3306.417,5,-0.0011,79.571038,0.003722454,0.003391448,0.921239005,36.24223744,51.36448803,0.705589383,1.151824253,82.66929463,0.003474044
3306.5166,5,-0.0011,79.571038,0.003724238,0.003392499,0.921185885,36.24274284,51.36475555,0.705595548,1.151953207,82.65957729,0.003474044
3306.6162,5,-0.0011,79.571038,0.003725441,0.003391997,0.92125655,36.24326103,51.36508701,0.705601083,1.152077546,82.65138783,0.003474044
3306.7158,5,-0.004511,79.57103295,0.003722722,0.003391164,0.921572261,36.24396605,51.3656383,0.705607236,1.152197376,82.6446906,0.00347407
3306.8154,5,-0.0065,79.57102446,0.003731357,0.003393971,0.92102234,36.24427234,51.36556389,0.705614221,1.152268469,82.65412783,0.003474113
3306.915,5,-0.0065,79.57101333,0.003730283,0.003394229,0.921179969,36.24491267,51.3660056,0.705620619,1.152342253,82.6626738,0.00347417
3307.0146,5,-0.0065,79.57100254,0.003723122,0.003392119,0.921825317,36.24579954,51.36681249,0.7056268,1.152441469,82.66280112,0.003474225
3307.1143,5,-0.0065,79.57099438,0.003730726,0.003393465,0.921419083,36.24619164,51.36685326,0.705633874,1.152559384,82.65677107,0.003474266
3307.2139,5,-0.0065,79.57098661,0.003726732,0.003392937,0.9217914,36.24685757,51.36740785,0.705639219,1.15262423,82.66827604,0.003474306
3307.3135,5,-0.0065,79.57097575,0.003721998,0.003392271,0.922214324,36.24753818,51.36799403,0.705644417,1.152725615,82.66768526,0.003474361
3307.4131,5,-0.0065,79.57095915,0.003725016,0.003393991,0.92205187,36.24797443,51.36817168,0.705650469,1.1527742,82.68457347,0.003474446
3307.5127,5,-0.0072725,79.57094564,0.003731803,0.003393961,0.921772939,36.24829063,51.36822679,0.705655867,1.15291543,82.67079195,0.003474515
3307.6123,5,-0.0075,79.57092918,0.003724797,0.003393319,0.922326074,36.24899571,51.36888659,0.705660529,1.153033907,82.66454291,0.003474599
3307.7119,5,-0.0075,79.57092254,0.003730472,0.003393639,0.922091085,36.2493701,51.36899538,0.705666323,1.15311223,82.67158645,0.003474632
3307.8115,5,-0.0075,79.57091285,0.003732194,0.003395007,0.922023044,36.24994001,51.36929333,0.705673325,1.1532196,82.66901451,0.003474682
3307.9111,5,-0.0075,79.57090052,0.003729838,0.003395034,0.922266865,36.25076222,51.36987943,0.705681279,1.153218092,82.70248536,0.003474745
3308.0107,5,-0.010711,79.57088386,0.003734423,0.003396435,0.922030119,36.25140679,51.37014341,0.7056902,1.153245262,82.72646295,0.003474829
3308.1104,5,-0.0151,79.57085581,0.003732391,0.003395309,0.922322097,36.25222041,51.37074656,0.705697753,1.153338177,82.72870894,0.003474972
3308.21,5,-0.0151,79.57082567,0.003732586,0.00339559,0.922404533,36.25291109,51.37118299,0.705705202,1.153481992,82.71407181,0.003475126
3308.3096,5,-0.016422667,79.57080573,0.003731835,0.003394582,0.922616291,36.25361639,51.37168695,0.705712009,1.153652407,82.69062898,0.003475227
3308.4092,5,-0.0183,79.57078524,0.00372954,0.003394775,0.922848106,36.25431435,51.37219583,0.705718604,1.153801746,82.67416348,0.003475332
3308.5088,5,-0.0183,79.57075565,0.003730425,0.003394317,0.922933918,36.2548959,51.3725708,0.705724774,1.153870423,82.68440031,0.003475482
3308.6084,5,-0.0183,79.57072909,0.003724812,0.003393519,0.923415434,36.25559411,51.37319392,0.705729805,1.1539759,82.6824548,0.003475618
3308.708,5,-0.0183,79.570682,0.003732855,0.003394774,0.922989676,36.25588894,51.3731696,0.705735878,1.1540777,82.68172651,0.003475857
3308.8076,5,-0.0075,79.57064949,0.003725843,0.003393548,0.923576574,36.25664688,51.37387536,0.705740936,1.154143838,82.69280367,0.003476023
3308.9072,5,-0.0075,79.57064285,0.003732388,0.003395386,0.923203109,36.25700429,51.37391107,0.705747402,1.154260961,82.6870028,0.003476057
3309.0068,5,-0.0075,79.57063332,0.003732921,0.003394715,0.923319932,36.25784899,51.37445214,0.705756412,1.154344684,82.69225872,0.003476105
3309.1064,5,-0.0075,79.57062336,0.003724052,0.003393369,0.924018552,36.25894744,51.37540554,0.705764695,1.154463992,82.68573466,0.003476156
3309.2061,5,-0.003773583,79.57061493,0.003732855,0.003395113,0.923518074,36.25954985,51.37552467,0.705774785,1.154559507,82.68711994,0.003476199
3309.3057,5,0.0022,79.57061,0.003733663,0.003395058,0.923582561,36.26046291,51.37608128,0.70578491,1.154665446,82.68502165,0.003476224
3309.4053,5,0.0022,79.57061,0.003733077,0.003395013,0.923726443,36.26147212,51.37672969,0.705795646,1.154768246,82.68396231,0.003476224
3309.5049,5,0.0022,79.57061299,0.003734404,0.003396482,0.923671881,36.26246806,51.37727977,0.705807474,1.154839431,82.69336898,0.003476209
3309.6045,5,0.003077917,79.57062045,0.003727458,0.003393766,0.924336526,36.2638269,51.37836798,0.705818972,1.154928415,82.69688312,0.003476171
3309.7041,5,0.0065,79.57063041,0.003732326,0.003395793,0.924045348,36.26470575,51.37874234,0.705830935,1.155027046,82.69720397,0.00347612
3309.8037,5,0.0065,79.57064037,0.003733586,0.003395799,0.924080072,36.26564341,51.37929957,0.70584153,1.155172677,82.68196588,0.003476069
3309.9033,5,0.0065,79.57065311,0.003730184,0.00339531,0.924414068,36.26647903,51.37993462,0.705849069,1.155212569,82.7017316,0.003476005
3310.0029,5,0.006239,79.57066581,0.003729625,0.003396243,0.924503577,36.26702653,51.38029162,0.705854821,1.155273969,82.71437739,0.00347594
3310.1025,5,-0.002725,79.57065917,0.003734823,0.003396317,0.924310867,36.26735461,51.38039298,0.705859813,1.155351646,82.72163484,0.003475974
3310.2021,5,-0.0043,79.57065253,0.003732026,0.003396051,0.924600063,36.26784615,51.38080892,0.705863666,1.155415723,82.73339445,0.003476008
3310.3018,5,-0.0043,79.57064588,0.003733712,0.00339578,0.924630722,36.26820354,51.38102927,0.705867595,1.155505454,82.73669468,0.003476041
3310.4014,5,-0.002437,79.57063786,0.003728293,0.003395058,0.925097792,36.26870368,51.38153144,0.70587043,1.155633669,82.7272218,0.003476082
3310.501,5,0.0011,79.57063,0.003731185,0.003395632,0.925010545,36.2689333,51.38162414,0.705873625,1.155823731,82.69727527,0.003476122
3310.6006,5,0.0011,79.57063,0.003725976,0.003394871,0.92546774,36.26947698,51.38214694,0.705877024,1.155940592,82.69156099,0.003476122
3310.7002,5,0.0011,79.57063268,0.003725807,0.00339497,0.925584713,36.26980943,51.38239234,0.705880123,1.155988684,82.70861217,0.003476109
3310.7998,5,2.75E-05,79.57063668,0.00372995,0.003395726,0.925414128,36.27007012,51.3824649,0.7058842,1.156084931,82.70972243,0.003476088
3310.8994,5,-0.0053675,79.57063004,0.003727215,0.003394357,0.925762332,36.27068104,51.38297672,0.705889058,1.156148485,82.72165521,0.003476122
3310.999,5,-0.0054,79.5706234,0.003734647,0.003396567,0.925317208,36.27091829,51.38291031,0.705894588,1.156266223,82.71565062,0.003476156
3311.0986,5,-0.0054,79.57061414,0.003733495,0.003396321,0.925509949,36.27139616,51.38327427,0.705898888,1.156358669,82.71801884,0.003476203
3311.1982,5,-0.0054,79.57060224,0.003734458,0.003395742,0.92559988,36.27180294,51.38355022,0.705903013,1.1564437,82.72284186,0.003476264
3311.2979,5,-0.0009945,79.570602,0.003726068,0.003394898,0.926246011,36.27232783,51.38414851,0.705905009,1.156593154,82.70637128,0.003476265
3311.3975,5,0,79.570602,0.003729994,0.003395595,0.926093465,36.2723587,51.38409663,0.705906323,1.156698554,82.70445124,0.003476265
3311.4971,5,0,79.570602,0.003731417,0.003396311,0.926085143,36.27234059,51.38408237,0.705906166,1.156765861,82.71514133,0.003476265
3311.5967,5,0,79.570602,0.003727377,0.003394989,0.926510332,36.27246988,51.3843513,0.705904988,1.156874123,82.712274,0.003476265
3311.6963,5,-0.000149417,79.570602,0.003727222,0.003395529,0.926603183,36.27251238,51.38441827,0.705904895,1.156968815,82.71389865,0.003476265
3311.7959,5,-0.001062417,79.570602,0.003728372,0.003396128,0.926617267,36.27248598,51.38440946,0.705904502,1.157070031,82.71336389,0.003476265
3311.8955,5,-0.0011,79.57059963,0.003732051,0.003395882,0.926533538,36.27252979,51.3843965,0.705905533,1.1571602,82.71648587,0.003476277
3311.9951,5,-0.000823167,79.570594,0.003734499,0.003396574,0.926466597,36.27258088,51.3843954,0.705906542,1.1572674,82.71396995,0.003476306
3312.0947,5,0.001002833,79.570594,0.003735037,0.003396743,0.926540921,36.27261466,51.38444887,0.705906465,1.157402261,82.70229692,0.003476306
3312.1943,5,0.0011,79.570594,0.003733663,0.003397348,0.926701315,36.27255675,51.38448873,0.70590479,1.157458554,82.71663356,0.003476306
3312.2939,5,0.0011,79.57059893,0.00373138,0.003396377,0.927005985,36.27245587,51.38456971,0.705901715,1.157469523,82.74597403,0.003476281
3312.3936,5,0.0011,79.570602,0.003735776,0.003397428,0.926808543,36.27212034,51.38428577,0.705899086,1.157544746,82.7540769,0.003476265
3312.4932,5,0.002731,79.57060821,0.003729264,0.0033965,0.927355387,36.27209872,51.38452317,0.705895404,1.157673992,82.7442628,0.003476233
3312.5928,5,0.0032,79.57061,0.003734906,0.003397736,0.927075823,36.27165081,51.38413682,0.705891994,1.157736131,82.75666412,0.003476224
3312.6924,5,0.0032,79.57061349,0.00373708,0.003398052,0.927048429,36.27148686,51.38402964,0.705890276,1.157892731,82.73779475,0.003476206
3312.792,5,0.0032,79.57061907,0.003735933,0.003398444,0.927205769,36.27168806,51.3842177,0.705891608,1.157988115,82.73919022,0.003476178
3312.8916,5,0.002368667,79.57062161,0.003733451,0.00339734,0.927526324,36.27204075,51.38456781,0.705893662,1.158005408,82.76643748,0.003476165
3312.9912,5,-0.004769333,79.57061829,0.003732417,0.003397972,0.927662473,36.27235933,51.38481395,0.705896481,1.158064147,82.77996435,0.003476182
3313.0908,5,-0.0054,79.57060795,0.003737626,0.003399177,0.927406852,36.27229779,51.38466162,0.705897376,1.158153654,82.78330532,0.003476235
3313.1904,5,-0.0054,79.57060096,0.003732401,0.003397976,0.927892959,36.27251413,51.38500865,0.705896819,1.158265685,82.77919022,0.00347627
3313.29,5,-0.0054,79.570591,0.003730604,0.003397557,0.928136782,36.27250813,51.38511661,0.705895219,1.158358962,82.78128342,0.003476321
3313.3896,5,-0.009432,79.57057805,0.003731796,0.003398135,0.928151266,36.27229879,51.38500236,0.705892714,1.158481685,82.77362872,0.003476387
3313.4893,5,-0.0108,79.57056245,0.003736919,0.003398787,0.927934551,36.27199725,51.38472924,0.705890598,1.158636569,82.75536033,0.003476466
3313.5889,5,-0.0108,79.57054422,0.003734684,0.003398238,0.928210938,36.27205053,51.3848863,0.705889477,1.158764569,82.74595875,0.003476559
3313.6885,5,-0.00600625,79.57051545,0.003731005,0.003397531,0.92857935,36.27217942,51.38512907,0.705888651,1.158869508,82.74419149,0.003476706
3313.7881,5,-0.0043,79.57050373,0.003729406,0.003396391,0.928852161,36.27235619,51.38535579,0.705888976,1.158999154,82.73424497,0.003476765
3313.8877,5,-0.0043,79.57049882,0.003736012,0.003397571,0.92851773,36.27220424,51.38511524,0.705889324,1.159099092,82.73413293,0.00347679
3313.9873,5,-0.0043,79.57049218,0.003732563,0.003397563,0.928832407,36.27233942,51.38533709,0.705888907,1.159162369,82.74615737,0.003476824
3314.0869,5,-0.00417925,79.57048577,0.003729809,0.003395951,0.929199764,36.27249083,51.38559238,0.705888346,1.159261262,82.74639165,0.003476857
3314.1865,5,-0.00243625,79.57048245,0.003733557,0.003397835,0.928990568,36.27224188,51.38535305,0.705886789,1.1593846,82.73853323,0.003476874
3314.2861,5,-0.0022,79.570474,0.003737026,0.003398023,0.928896077,36.27200049,51.3851705,0.705884599,1.159518185,82.72728291,0.003476917
3314.3857,5,-0.0022,79.57047362,0.003732956,0.003396902,0.929311467,36.27211739,51.38542782,0.70588334,1.159617969,82.7272218,0.003476919
3314.4854,5,-0.0022,79.57046697,0.003731863,0.003397489,0.929455885,36.2721733,51.38552609,0.705883078,1.159752531,82.71568118,0.003476953
3314.585,5,0.002404167,79.570466,0.003736306,0.003397997,0.92928502,36.27211203,51.38541264,0.705883444,1.159862761,82.71216196,0.003476958
3314.6846,5,0.0043,79.57047031,0.003728227,0.00339574,0.929996267,36.27247484,51.38594714,0.705883162,1.159900269,82.73271709,0.003476936
3314.7842,5,0.0043,79.57047695,0.003735749,0.003397853,0.929554609,36.27232012,51.38565597,0.705884151,1.160011792,82.72877005,0.003476902
3314.8838,5,0.0043,79.57048676,0.003730523,0.003395039,0.930133499,36.27264192,51.38610631,0.705884227,1.160145408,82.71750955,0.003476852
3314.9834,5,0.000865833,79.57048977,0.003735567,0.003398039,0.929782568,36.27267366,51.38596427,0.705886796,1.160195915,82.73376114,0.003476836
3315.083,5,-0.0022,79.570486,0.003735622,0.003397034,0.929951984,36.27282509,51.38612911,0.705887478,1.160278623,82.7393532,0.003476856
3315.1826,5,-0.0022,79.57048525,0.003732126,0.003396835,0.930280451,36.2729241,51.38633639,0.705886558,1.160406792,82.72989559,0.003476859
3315.2822,5,-0.0022,79.570482,0.003732503,0.003396024,0.93042148,36.27288996,51.38638112,0.705885279,1.160570469,82.70868347,0.003476876
3315.3818,5,-0.0022,79.570482,0.003728861,0.003395533,0.930775958,36.27294661,51.38657583,0.705883707,1.160719223,82.69241151,0.003476876
3315.4814,5,-0.0151,79.57043372,0.003727493,0.003395193,0.930988761,36.27316041,51.38679652,0.705884836,1.160811823,82.6947288,0.003477122
3315.5811,5,-0.0151,79.57041378,0.003731675,0.003397212,0.930743385,36.27336307,51.38680138,0.705888713,1.160860523,82.71161192,0.003477223
3315.6807,5,-0.0151,79.57039386,0.003736965,0.003397404,0.93053953,36.27353027,51.38680476,0.70589192,1.160971,82.7080112,0.003477325
3315.7803,5,-0.00646775,79.57037662,0.003735484,0.003397015,0.93076078,36.27385105,51.38709107,0.705894229,1.161060415,82.71138273,0.003477413
3315.8799,5,-0.0022,79.570368,0.003734883,0.003396978,0.930911774,36.27404956,51.38727468,0.70589557,1.161136077,82.71930736,0.003477457
3315.9795,5,-0.0022,79.570366,0.003737284,0.00339838,0.930806253,36.2741256,51.38727036,0.705897109,1.161201123,82.73074612,0.003477467
3316.0791,5,-0.0022,79.57036345,0.003736085,0.003397528,0.931037217,36.27451881,51.38760293,0.705900193,1.161256862,82.74526611,0.00347748
3316.1787,5,-0.004792583,79.57035409,0.003735951,0.003397289,0.931171341,36.27488565,51.38787602,0.70590358,1.161358,82.74475681,0.003477527
3316.2783,5,-0.0075,79.57034617,0.003738727,0.003399888,0.930973879,36.27507305,51.38789397,0.70590698,1.161403646,82.76261777,0.003477568
3316.3779,5,-0.0075,79.57033681,0.003736761,0.003397661,0.931329986,36.27538662,51.38823776,0.70590836,1.161546985,82.74813853,0.003477615
3316.4775,5,-0.0075,79.57033017,0.003737457,0.003396986,0.931441939,36.27566768,51.38845119,0.705910897,1.161799892,82.69738732,0.003477649
3316.5771,5,-0.0075,79.57032029,0.003729957,0.003395797,0.932056824,36.27614834,51.38900971,0.705912578,1.161932384,82.6864986,0.0034777
3316.6768,5,-0.0075,79.57030032,0.003727919,0.0033948,0.932345779,36.27646382,51.38932391,0.705914401,1.162095376,82.66554622,0.003477801
3316.7764,5,-0.0075,79.57029036,0.003734693,0.003395283,0.932040212,36.2765262,51.38922027,0.705917039,1.162270669,82.64048892,0.003477852
3316.876,5,-0.0075,79.5702772,0.003730963,0.003394779,0.932397814,36.27693259,51.38961834,0.705919479,1.162421253,82.6236109,0.003477919
3316.9756,5,-0.012288,79.57025888,0.003727719,0.003393508,0.932771874,36.27732245,51.39001438,0.705921625,1.162589022,82.60104405,0.003478012
3317.0752,5,-0.0151,79.5702408,0.003726818,0.003392581,0.932990724,36.27761422,51.39028285,0.705923615,1.162688222,82.60117647,0.003478104
3317.1748,5,-0.0151,79.57022188,0.003729796,0.003393193,0.932897075,36.27775734,51.39032268,0.705925852,1.162802576,82.59629234,0.003478201
3317.2744,5,-0.0151,79.57019528,0.003726569,0.003393002,0.933208305,36.27804619,51.39063169,0.705927228,1.162851068,82.6132111,0.003478336
3317.374,5,-0.012175,79.570165,0.003735903,0.003395457,0.932642151,36.27785816,51.39026438,0.705928615,1.162833346,82.65204991,0.00347849
3317.4736,5,-0.0086,79.57014952,0.003729344,0.003395465,0.933133624,36.27830462,51.39074676,0.705930676,1.162874884,82.67127069,0.003478569
3317.5732,5,-0.0086,79.57013668,0.003736873,0.003396782,0.932735129,36.27846172,51.39065534,0.705934989,1.162904269,82.6945149,0.003478635
3317.6729,5,-0.0086,79.57012671,0.003728808,0.003396936,0.933303733,36.27912037,51.39129548,0.705939012,1.162946661,82.71348612,0.003478686
3317.7725,5,-0.0086,79.57011058,0.003729096,0.003396656,0.933415158,36.27958088,51.39161228,0.705943621,1.162996585,82.72993125,0.003478768
3317.8721,5,-0.0086,79.57009639,0.003737733,0.003398632,0.932914593,36.27969686,51.39145047,0.705948101,1.163026154,82.75311434,0.00347884
3317.9717,5,-0.0086,79.57007966,0.003736696,0.003398717,0.933082565,36.28004288,51.39172701,0.705951035,1.163124677,82.75347084,0.003478925
3318.0713,5,-0.0086,79.57006887,0.00373583,0.003398675,0.933248185,36.28032338,51.39196465,0.705953229,1.163271,82.73800357,0.00347898
3318.1709,5,-0.0086,79.57005418,0.003739132,0.003399038,0.933150033,36.28048252,51.39201167,0.70595568,1.163344739,82.74656481,0.003479055
3318.2705,5,-0.008137083,79.57003927,0.003730791,0.003397605,0.93382637,36.28118145,51.3927243,0.70595949,1.163453908,82.743397,0.003479131
3318.3701,5,-0.0075,79.57002498,0.003736766,0.003398825,0.933522972,36.28142504,51.39272628,0.705964203,1.163595385,82.729534,0.003479204
3318.4697,5,-0.0075,79.57000806,0.003735449,0.003398429,0.933733724,36.28189641,51.39309474,0.705968313,1.163711138,82.7241864,0.00347929
3318.5693,5,-0.0075,79.56999143,0.003730245,0.003396051,0.934284362,36.28243697,51.3936585,0.705971087,1.163831338,82.71736695,0.003479374
3318.6689,5,-0.006464417,79.56998104,0.003728365,0.003396819,0.934461255,36.28280813,51.39395364,0.705974255,1.163965138,82.70604533,0.003479427
3318.7686,5,-0.0032,79.56997743,0.003738169,0.003398891,0.933888549,36.28281132,51.39369373,0.705977887,1.164016792,82.7219506,0.003479446
3318.8682,5,-0.0032,79.56997079,0.003732827,0.003397547,0.934387986,36.28324099,51.39417006,0.705979705,1.164103454,82.72623377,0.00347948
3318.9678,5,-0.0032,79.56996415,0.003735306,0.003398178,0.934321848,36.28339757,51.39423023,0.705981925,1.164213592,82.7227451,0.003479513
3319.0674,5,-0.0032,79.569954,0.003738432,0.003398611,0.934229819,36.28355045,51.39427644,0.705984264,1.164297469,82.72795009,0.003479565
3319.167,5,-0.0032,79.569954,0.003733683,0.003398308,0.934635437,36.28388819,51.39465682,0.705985611,1.1644125,82.72284186,0.003479565
3319.2666,5,-0.0032,79.56995111,0.003740065,0.003399102,0.934334799,36.28391676,51.39453591,0.705987828,1.164459592,82.74022409,0.00347958
3319.3662,5,-0.0032,79.56994559,0.003732486,0.003398384,0.934927843,36.28433486,51.39504835,0.705988924,1.164520639,82.75298701,0.003479608
3319.4658,5,-0.0032,79.56993895,0.003736966,0.003398615,0.934769852,36.28435512,51.39498783,0.705990149,1.164634608,82.7482302,0.003479642
